feature,window_size,rmse
FIRE_Acres_Burned,1,7.446002
FIRE_Acres_Burned,2,7.230361
FIRE_Acres_Burned,3,7.4238586
FIRE_Acres_Burned,4,7.5766115
FIRE_Acres_Burned,5,7.7042217
FIRE_Acres_Burned,6,7.836363
FIRE_Acres_Burned,7,7.9849157
FIRE_Acres_Burned,8,8.131737
FIRE_Acres_Burned,9,8.200028
FIRE_Acres_Burned,10,8.349139
FIRE_Acres_Burned,11,8.48854
FIRE_Acres_Burned,12,8.285928
PRECIP,1,7.6083817
PRECIP,2,7.6799316
PRECIP,3,8.145275
PRECIP,4,7.3580894
PRECIP,5,9.13133
PRECIP,6,5.7797027
PRECIP,7,5.2329106
PRECIP,8,4.814396
PRECIP,9,6.00174
PRECIP,10,7.0411844
PRECIP,11,5.6537504
PRECIP,12,4.357283
WIND_EventCount,1,7.8088565
WIND_EventCount,2,8.194052
WIND_EventCount,3,8.594944
WIND_EventCount,4,9.519909
WIND_EventCount,5,10.297499
WIND_EventCount,6,10.620748
WIND_EventCount,7,11.2062
WIND_EventCount,8,10.994925
WIND_EventCount,9,11.142452
WIND_EventCount,10,11.265848
WIND_EventCount,11,10.871861
WIND_EventCount,12,12.972318
WIND_AvgMPH,1,8.932682
WIND_AvgMPH,2,9.071627
WIND_AvgMPH,3,11.53813
WIND_AvgMPH,4,13.381412
WIND_AvgMPH,5,12.336279
WIND_AvgMPH,6,13.6287
WIND_AvgMPH,7,15.573766
WIND_AvgMPH,8,13.86744
WIND_AvgMPH,9,15.387115
WIND_AvgMPH,10,11.574104
WIND_AvgMPH,11,10.833244
WIND_AvgMPH,12,12.030497
WIND_RunMiles,1,8.785523
WIND_RunMiles,2,8.755643
WIND_RunMiles,3,10.269914
WIND_RunMiles,4,14.878232
WIND_RunMiles,5,12.401055
WIND_RunMiles,6,14.563147
WIND_RunMiles,7,14.958162
WIND_RunMiles,8,14.47537
WIND_RunMiles,9,15.66096
WIND_RunMiles,10,12.672769
WIND_RunMiles,11,12.211695
WIND_RunMiles,12,10.38607
AQI_PM25,1,7.797397
AQI_PM25,2,8.178301
AQI_PM25,3,7.8723855
AQI_PM25,4,13.055748
AQI_PM25,5,18.068296
AQI_PM25,6,13.351647
AQI_PM25,7,35.850704
AQI_PM25,8,11.585674
AQI_PM25,9,15.495156
AQI_PM25,10,19.04254
AQI_PM25,11,17.230473
AQI_PM25,12,15.773488
AQI_PM10,1,5.806371
AQI_PM10,2,4.9354267
AQI_PM10,3,6.166845
AQI_PM10,4,6.5755916
AQI_PM10,5,16.813372
AQI_PM10,6,15.593291
AQI_PM10,7,14.428368
AQI_PM10,8,12.047407
AQI_PM10,9,12.348898
AQI_PM10,10,27.35903
AQI_PM10,11,32.010086
AQI_PM10,12,23.65607
EARTHQUAKE_Total,1,7.606303
EARTHQUAKE_Total,2,7.592839
EARTHQUAKE_Total,3,8.057917
EARTHQUAKE_Total,4,7.8315988
EARTHQUAKE_Total,5,8.47006
EARTHQUAKE_Total,6,9.397397
EARTHQUAKE_Total,7,10.744574
EARTHQUAKE_Total,8,13.272576
EARTHQUAKE_Total,9,13.422585
EARTHQUAKE_Total,10,10.750812
EARTHQUAKE_Total,11,14.271849
EARTHQUAKE_Total,12,9.518817
PESTICIDE_Total,1,7.2534184
PESTICIDE_Total,2,8.818037
PESTICIDE_Total,3,13.79544
PESTICIDE_Total,4,16.81565
PESTICIDE_Total,5,17.191208
PESTICIDE_Total,6,13.991782
PESTICIDE_Total,7,13.526681
PESTICIDE_Total,8,15.229122
PESTICIDE_Total,9,30.22292
PESTICIDE_Total,10,24.723604
PESTICIDE_Total,11,22.999836
PESTICIDE_Total,12,17.573658
