feature,window_size,rmse
AQI_PM10,11,1.1022246
AQI_PM25,3,2.7756608
EARTHQUAKE_Total,12,1.9709797
FIRE_Acres_Burned,12,1.3101685
PESTICIDE_Total,11,1.7738305
PRECIP,10,1.1299977
WIND_AvgMPH,12,1.7797357
WIND_EventCount,10,2.3727791
WIND_RunMiles,8,2.0261059
