Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
BEU,Monterey,27555,0003788, 06/30/2019,0,SAN MIGUEL CANYON RD / CO,143,960,1200  SAN MIGUEL CANYON RD LAS_LOMAS 95076,36.8473,-121.6901,Vehicle,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0083249, 06/30/2019,0,AVALON,143,963,  AVALON ST  Jurupa Valley 92509,34.0333,-117.6523,Undetermined,"40,000.00",0.50,0,0,0,0
RRU,Riverside,33555,0083247, 06/30/2019,0,LUZ,142,931,  CAMINO GATILLO/VIA HORCA  Temecula 92590,33.5100,-117.2182,Miscellaneous,600.00,1.00,0,0,0,0
RRU,Riverside,33555,0083283, 06/30/2019,0,LUKENS,143,931,0000  unknowen  Mead Valley 92570,34.3240,-117.4355,Undetermined,0.00,9.00,0,0,0,0
AEU,El Dorado,09555,0019340, 06/30/2019,0,BRIDGE - COSUMNES RIVER N,561,931,  MOUNT AUKUM RD Somerset 95684,38.6247,-120.7009,Campfire,0.00,0.00,0,0,0,0
AEU,El Dorado,09555,0019408, 06/30/2019,0,MULBERRY,142,419,2300  MULBERRY LN DIAMOND_SPRINGS 95667,38.7162,-120.9032,Debris Burning,0.00,0.11,0,0,1,0
RRU,Riverside,33080,0083414, 06/30/2019,0,TILTON AV  JRPV,143,419,5567  TILTON AVE Jurupa Valley 92509,33.9931,-117.4092,Playing with Fire,0.00,0.00,0,0,0,0
TCU,Stanislaus,50557,0007665, 06/30/2019,0,WILLMS,143,931,  COOPERSTOWN RD  STANISLAUS_COUNTY 95361,37.7368,-120.5705,Playing with Fire,50.00,0.20,0,0,0,0
MEU,Mendocino,23555,0007819, 06/30/2019,0,WILLIAMS,142,931,3435  Williams Ranch RD Willits 95490,39.3436,-123.3844,Debris Burning,0.00,0.20,0,0,0,0
MEU,Mendocino,23555,0007836, 06/30/2019,0,REFUSE,143,931,  Refuse Road  Covelo 95428,39.8302,-123.2758,Arson,0.00,2.20,0,0,0,0
SKU,Siskiyou,47555,0004957, 06/30/2019,0,S 2ND ST  DNSMR 2,561,419,126 S 2ND ST DNSMR 96025,41.3360,-122.4527,Debris Burning,0.00,0.00,0,0,0,0
RRU,Riverside,33090,0083342, 06/30/2019,0,GRANT ST  HOMG,143,419,3626  GRANT ST Home Gardens 92879,34.4592,-117.8644,Miscellaneous,0.00,0.00,0,0,0,0
MMU,Merced,24035,0013432, 06/30/2019,0,WILLIAMS,143,900,  WILLIAMS AV/COLUMBUS AV  Hilmar 95324,37.3898,-120.8691,Debris Burning,0.00,0.10,0,0,0,0
MMU,Merced,24035,0013448, 06/30/2019,0,OVERLAND,143,963,  W H ST  LOS_BANOS 93635,37.0735,-120.8713,Undetermined,0.00,0.01,0,0,0,0
MMU,Merced,24035,0013469, 06/30/2019,0,SCHULTZ,171,655,  SCHULTZ RD/E WASHINGTON RD  EL_NIDO 95317,37.1020,-120.4464,Under Investigation,0.00,2.00,0,0,0,0
MMU,Merced,24035,0013507, 06/30/2019,0,GERARD,143,931,8663 E GERARD AVE Planada 95365,37.2810,-120.3300,Arson,0.00,1.80,0,0,0,0
NEU,Yuba,58555,0015386, 06/30/2019,0,WICHITA,143,931,4117 BLK  WICHITA  WHEATLAND_FA 95692,39.0788,-121.3043,Playing with Fire,200.00,1.00,0,0,0,0
BTU,Butte,04035,0007622, 06/30/2019,0,14TH ST  THERMALITO,561,419,1265  14TH ST Thermalito 95965,39.8400,-121.9938,Debris Burning,0.00,0.00,0,0,0,0
NEU,Placer,31555,0015367, 06/30/2019,0,GLADDING,143,419,3295  GLADDING RD PCF_FOWLER 95648,38.9177,-121.2841,Equipment,0.00,0.69,0,0,0,0
NEU,Placer,31555,0015353, 06/30/2019,0,RIOSA,143,960,1502  RIOSA RD RD PCF_THERMOLANDS 95648,38.9848,-121.2995,Electrical Power,0.00,0.67,0,0,0,0
MVU,San Diego,37555,0009209, 06/30/2019,0,DEL AMO RD  RAMONA_EST 10,143,962,24533  DEL AMO RD RAMONA_ESTATES 92065,33.0269,-116.7986,Under Investigation,0.00,0.10,0,0,0,0
BTU,Butte,04555,0007604, 06/30/2019,0,BFC PP100 MGLA,141,900,6640  STEIFFER RD MGLA 95954,39.8547,-121.5857,Smoking,0.00,0.00,0,0,0,0
BTU,Butte,04555,0007637, 06/30/2019,0,FOOTHILL,142,419,  FOOTHILL BLVD  KELLY_RDGE 95966,39.7876,-121.8178,Electrical Power,0.00,0.10,0,0,0,0
MMU,Madera,20010,0013501, 06/30/2019,0,RAYMOND,142,900,  RAYMOND RD/E CLEVELAND AV  MADERA_CITY 93638,37.6327,-120.0677,Arson,0.00,1.00,0,0,0,0
MMU,Madera,20010,0013504, 06/30/2019,0,FIG,143,940,125  FIG ST MADERA_CITY 93638,37.6169,-120.0786,Playing with Fire,0.00,0.25,0,0,0,0
TCU,Calaveras,05555,0007643, 06/30/2019,0,OLIVE,143,931,4557  LAKE BETH RD RANCHO_CALAVERAS 95252,38.1394,-120.8881,Equipment,200.00,2.00,0,0,0,0
TCU,Calaveras,05555,0007667, 06/30/2019,0,BURSON,143,931,  S BURSON RD/SOUTHWORTH RD  Valley Springs 95252,38.1486,-120.8986,Miscellaneous,0.00,0.00,0,0,0,0
MMU,Madera,20015,0013447, 06/30/2019,0,152,143,961,  HWY 152 E  Chowchilla 93610,37.1391,-120.7802,Under Investigation,0.00,0.01,0,0,0,0
MMU,Madera,20015,0013449, 06/30/2019,0,BLANCA,143,419,36065  BLANCA AVE BONADELLE 93636,37.0086,-119.8926,Equipment,0.00,0.25,0,0,0,0
MMU,Madera,20015,0013441, 06/30/2019,0,TESORO,143,931,17105  ROAD 206  Friant 93626,36.9998,-119.7172,Debris Burning,0.00,14.00,0,0,0,0
MMU,Madera,20015,0013466, 06/30/2019,0,13 2,143,900,5970  RD 13  City of Firebaugh 93622,37.3942,-120.5151,Vehicle,"1,200.00",8.00,0,0,0,0
MMU,Madera,20015,0013477, 06/30/2019,0,OWENS,143,931,16339  OWENS ST MADERA_ACRES 93638,36.9688,-120.0416,Arson,0.00,0.80,0,0,0,0
FKU,Fresno,10032,0009106, 06/30/2019,0,MANNING,142,931,21575 E MANNING AVE Reedley 93654,36.6040,-119.4025,Debris Burning,0.00,0.50,0,0,0,0
NEU,Nevada,29555,0015423, 06/30/2019,0,MULE,141,NNN,12865  MULE CANYON RD PEARDALE_CHICAGO_PAR 95945,39.2059,-120.9291,Undetermined,0.00,0.01,0,0,0,0
NEU,Nevada,29555,0015378, 06/30/2019,0,WILLS,142,419,21030  WILLS  HIGGINS_FPD 95949,39.0711,-121.1384,Equipment,0.00,0.37,0,0,0,0
BEU,Monterey,27095,0003786, 06/30/2019,0,GLORIA,143,961,  HWY 101 N  Gonzales 93960,36.7624,-121.6270,Arson,0.00,0.37,0,0,0,0
MMU,Merced,24555,0013467, 06/30/2019,0,FOREBAY,143,900,  HWY 152 E/BASALT RD  SANTA_NELLA 95322,37.0721,-121.0589,Campfire,0.00,0.25,0,0,0,0
MMU,Merced,24555,0013474, 06/30/2019,0,SAN LUIS,143,110,  HWY 152 E/SAN LUIS CREEK REC R  SANTA_NELLA 95322,37.0760,-121.0555,Campfire,0.00,0.50,0,0,0,0
SHU,Shasta,45086,0006889, 06/30/2019,0,CHURN,143,900,  Churn Creek Road  STA43 96002,40.5260,-122.3336,Electrical Power,200.00,0.01,0,0,0,0
LNU,Napa,28025,0011385, 06/30/2019,0,WASHINGTION,143,961,  HWY 29/WASHINGTON ST  Yountville 94599,38.4101,-122.3789,Undetermined,0.00,0.12,0,0,0,0
AEU,San Joaquin,39557,0019421, 06/30/2019,0,LIBERTY,143,931,21800 E E E LIBERTY RD/HY 88  Clements 95227,38.2358,-121.0642,Vehicle,0.00,0.50,0,0,0,0
TCU,Tuolumne,55555,0007625, 06/30/2019,0,BONDS,141,931,  J59/LAS CRUCES RD  DON_PEDRO 95329,37.7036,-120.4672,Undetermined,0.00,0.00,0,0,0,0
RRU,Riverside,33070,0083367, 06/30/2019,0,DALE ST / WILSON AV,143,419,360  DAYLILY DR Perris 92571,34.3165,-117.3547,Miscellaneous,0.00,0.10,0,0,0,0
LNU,Solano,48555,0011374, 06/30/2019,0,I 80  / AMERICAN CANYON R,143,900,  MCGARY RD/HIDDENBROOKE PKWY  VALLEJO_CITY 94591,38.1670,-122.2007,Under Investigation,0.00,0.00,0,0,0,0
RRU,Riverside,33051,0083228, 06/30/2019,0,EAST,143,900,  EAST DR  Menifee 92587,33.7072,-117.2383,Undetermined,0.00,0.10,0,0,0,0
BEU,Monterey,27555,0003798, 07/01/2019,0,C41,141,931,  Robinson Canyon Rd DR CARMEL_VALLEY 93923,36.4168,-121.7964,Equipment,0.00,0.10,0,0,0,0
AEU,Amador,03555,0019454, 07/01/2019,0,STONEY,143,931,  STONY CREEK RD/PARDEE DAM RD  JACKSON_VALLEY 95640,38.2953,-120.8352,Arson,0.00,3.00,0,0,0,0
AEU,Amador,03555,0019538, 07/01/2019,0,GRAPEVINE,143,931,  GRAPEVINE GULCH RD  JACKSON_VALLEY 95640,38.2742,-120.9766,Equipment,0.00,5.50,0,0,0,0
AEU,El Dorado,09555,0019477, 07/01/2019,0,COLOMA,143,931,  Bacchi RD Coloma 95651,38.8336,-120.9282,Electrical Power,0.00,8.30,0,0,0,0
NEU,Nevada,29555,0015497, 07/01/2019,0,SKI AREA SUGAR BOWL TRUCK,141,931,  Donner Pass Road  TRUCKEE_FD 95724,39.3092,-120.3411,Campfire,0.00,0.01,0,0,0,0
NEU,Nevada,29555,0015514, 07/01/2019,0,GREENHORN,141,419,16621  GREENHORN RD NCCFD54 95945,39.2105,-120.9588,Miscellaneous,"130,000.00",0.20,0,0,0,0
BTU,Butte,04555,0007670, 07/01/2019,0,SKYWAY,143,961,3949  SKYWAY  PDSE 95928,39.7150,-121.7095,Vehicle,"5,200.00",1.00,0,0,0,0
TUU,Tulare,54555,0000350, 07/01/2019,0,RANCH 2,142,400,43993 (A  SALT CREEK FIRE CONTROL RD/HWY RD THREE_RIVERS 93271,36.4533,-118.8632,Equipment,2.00,17.00,0,0,0,0
NEU,Placer,31125,0015474, 07/01/2019,0,BREWER,143,931,  N BREWER RD/NICOLAUS RD  PCF_PAIGE1 95648,38.8967,-121.4594,Electrical Power,0.00,0.01,0,0,1,0
RRU,Riverside,33030,0083836, 07/01/2019,0,2ND ST  DHSP,142,419,66395  2ND ST Desert Hot Springs 92240,33.9628,-116.5033,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33070,0083651, 07/01/2019,0,MUSEO,142,951,1466  MUSEO  Perris 92570,33.7725,-117.2305,Smoking,0.00,0.50,0,0,0,0
MMU,Madera,20015,0013546, 07/01/2019,0,RD 38   BONADELLE,143,419,37933  AVE 17.5  BONADELLE 93636,37.0044,-119.8588,Equipment,0.00,1.00,0,0,0,0
RRU,Riverside,33090,0083610, 07/01/2019,0,WALNUT,143,419,40104  WALNUT ST Hemet 92543,33.6762,-116.9565,Equipment,"20,000.00",0.25,0,0,0,0
RRU,Riverside,33090,0083622, 07/01/2019,0,BEACH,143,936,  BEACH ST/LIMONITE AV  Jurupa Valley 92509,34.6288,-117.8251,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0083629, 07/01/2019,0,CAMINO,142,931,  CAMINO REAL/JURUPA RD  Jurupa Valley 92509,34.0057,-117.4402,Playing with Fire,0.00,0.50,0,0,0,0
RRU,Riverside,33090,0083761, 07/01/2019,0,MP 10-81 (WB) CHIR,143,961,  I 10 WEOCOTTONWOOD SPRINGS RD  Chiriaco Summit 92239,33.6604,-115.8115,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0083727, 07/01/2019,0,WHITEWATER,143,961,1  WHITEWATER REST AREA EAST  White Water 92282,34.5359,-117.1064,Undetermined,500.00,0.25,0,0,0,0
FKU,Fresno,10032,0009131, 07/01/2019,0,ADAMS,142,419,  E ADAMS AVE/S MINNEWAWA AVE  Fowler 93725,37.0579,-120.1903,Debris Burning,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0009134, 07/01/2019,0,KINGS,143,931,  E KINGS CANYON RD  City of Reedley 93654,36.7146,-119.3412,Under Investigation,0.00,2.84,0,0,0,0
FKU,Fresno,10032,0009151, 07/01/2019,0,E BEHYMER AVE  CLOVIS,143,962,3536 E BEHYMER AVE Clovis 93619,36.8813,-119.7196,Miscellaneous,0.00,1.00,0,0,0,0
FKU,Fresno,10032,0009158, 07/01/2019,0,NINTH,143,936,  10TH ST  Huron 93234,36.2038,-120.0993,Arson,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0009174, 07/01/2019,0,ORANGE,142,419,7283 S ORANGE AVE Fresno 93725,37.0502,-120.2746,Undetermined,0.00,0.25,0,0,0,0
MVU,San Diego,37130,0009281, 07/01/2019,0,ASHLEY,143,419,1292  ASHLEY RD Ramona 92065,33.0522,-117.4272,Under Investigation,200.00,0.50,0,0,0,0
SLU,San Luis Obispo,40555,0008635, 07/01/2019,0,BIRD,142,419,  BLUE BIRD HILL LN/TEMPLETON RD  SLO_CO 93465,35.5195,-120.6556,Undetermined,0.00,0.01,0,0,0,0
MMU,Merced,24035,0013518, 07/01/2019,0,E CHILDS AV / HUPP ST,143,938,  E CHILDS AV/HUPP ST  Planada 95365,37.2881,-120.3097,Arson,0.00,0.02,0,0,0,0
MMU,Merced,24035,0013554, 07/01/2019,0,LONGVIEW 2,143,400,  LONGVIEW AV  Livingston 95301,37.3518,-120.6833,Vehicle,0.00,0.50,0,0,0,0
MMU,Merced,24035,0013547, 07/01/2019,0,COLLIER,143,931,  HWY 99 N/COLLIER RD OVERPASS  Delhi 95315,37.4075,-120.7510,Arson,0.00,0.50,0,0,0,0
MMU,Merced,24035,0013555, 07/01/2019,0,LONGVIEW 3,143,655,  LONGVIEW AV  Livingston 95301,37.3518,-120.6695,Vehicle,0.00,0.50,0,0,0,0
MMU,Merced,24035,0013545, 07/01/2019,0,LONGVIEW,143,400,10220  LONGVIEW AVE Atwater 95301,37.3538,-120.6601,Vehicle,0.00,0.50,0,0,0,0
MMU,Merced,24035,0013557, 07/01/2019,0,CARLUCCI,143,961,  HWY 152 E  DOS_PALOS_WYE 93620,37.0541,-120.6835,Vehicle,0.00,0.25,0,0,0,0
MMU,Merced,24035,0013553, 07/01/2019,0,SULTANA,143,900,  LIBERTY AV/SULTANA DR  Livingston 95334,37.3731,-120.6825,Arson,0.00,1.00,0,0,0,0
MMU,Merced,24035,0013549, 07/01/2019,0,WESTSIDE,143,931,  HWY 99 S  Winton 95301,37.6016,-121.0806,Arson,0.00,2.18,0,0,0,0
LNU,Lake,17555,0011462, 07/01/2019,0,BAYSHORE,143,931,  LAK 29 29.100  Kelseyville 95451,38.9418,-122.7697,Equipment,0.00,0.10,0,0,0,0
HUU,Humboldt,12555,0005982, 07/01/2019,0,HIGHLAND,142,931,  Highland ST Alderpoint 95511,40.1798,-123.6119,Arson,0.00,0.10,0,0,0,0
HUU,Humboldt,12555,0005975, 07/01/2019,0,STUMP,141,931,460  BURNT STUMP LN Fieldbrook 95519,40.9795,-124.0372,Vehicle,0.00,1.00,0,0,0,0
RRU,Riverside,33555,0083506, 07/01/2019,0,FAIRVIEW,142,931,  Fairview Avenue  Hemet 92544,33.7168,-116.8933,Campfire,0.00,1.00,0,0,0,0
RRU,Riverside,33555,0083620, 07/01/2019,0,LEHMANN,142,961,  I 10 EASTBOUND  San Gorgonio 92282,33.9245,-116.6946,Undetermined,"2,000.00",1.00,0,0,0,0
MEU,Mendocino,23555,0007867, 07/01/2019,0,ROCK,143,931,3552  Spyrock RD  Laytonville 95454,39.8142,-123.5141,Vehicle,0.00,1.04,0,0,0,0
RRU,Riverside,33030,0083723, 07/01/2019,0,PIERSON BL / CHOLLA DR,143,936,  PIERSON BL  Desert Hot Springs 92240,33.9616,-116.5143,Undetermined,0.00,0.01,0,0,0,0
LNU,Sonoma,49555,0011491, 07/02/2019,0,HWY 101  S/ DRY CREEK RD,143,961,  HWY 101 S/DRY CREEK RD  Healdsburg 95448,38.6100,-122.8758,Vehicle,0.00,0.10,0,0,0,0
BEU,Monterey,27555,0003818, 07/02/2019,0,PARIS,142,961,  HWY 101 N/PARIS VALLEY OVERCRO  SAN_ARDO 93932,36.0574,-120.9747,Vehicle,0.00,1.10,0,0,0,0
AEU,Amador,03555,0019591, 07/02/2019,0,WILLOW,143,419,5830  OLD SACRAMENTO RD WILLOW_CREEK 95669,38.4794,-120.9052,Miscellaneous,"1,200.00",3.00,0,0,0,0
BEU,San Benito,35555,0003815, 07/02/2019,0,TOPO,143,931,4  Bitterwater Road RDS San Benito 95043,36.6243,-121.0760,Under Investigation,0.00,3.50,0,0,0,0
TCU,Calaveras,05555,0007742, 07/02/2019,0,BRANCH,143,931,  OLIVE ORCHARD RD/LAKE BETH RD  JENNY_LIND 95252,38.1352,-120.8798,Vehicle,200.00,2.00,0,0,0,0
BTU,Butte,04555,0007704, 07/02/2019,0,CHINESE WALL RD  BNGR,143,419,356  CHINESE WALL RD BNGR 95966,39.4575,-121.4113,Electrical Power,0.00,0.20,0,0,0,0
RRU,Riverside,33054,0084026, 07/02/2019,0,RSO MORENO VALLEY MOVA,143,365,22850  CALLE SAN JUAN DE LOS LAGOS  Moreno Valley 92553,33.9144,-117.2639,Smoking,100.00,0.00,0,0,0,0
MMU,Madera,20010,0013592, 07/02/2019,0,MEADOWS MOBILE HOME PARK,142,946,  TULARE ST  MADERA_CITY 93638,36.9723,-120.0484,Campfire,0.00,1.00,0,0,0,0
BDU,San Bernardino,36555,0009649, 07/02/2019,0,PIONERO,142,419,9784  MINERO RD PINION_HILLS 92372,34.4256,-117.6035,Undetermined,"125,000.00",0.20,1,0,0,0
CZU,San Mateo,41555,0004893, 07/02/2019,0,LOMA,143,419,75  LOMA RD PALOMAR_PARK 94070,37.4817,-122.2750,Equipment,0.00,0.00,0,0,0,0
FKU,Fresno,10555,0009223, 07/02/2019,0,CHAWANAKEE,141,935,43485  DINKEY CREEK RD SHAVER_LAKE 93664,37.1108,-199.2898,Undetermined,0.00,0.01,0,0,0,0
MMU,Madera,20015,0013610, 07/02/2019,0,99,142,961,  HWY 99 S/AVE 11 OVERPASS  Madera 93637,36.9030,-120.0010,Vehicle,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0009220, 07/02/2019,0,HARLAN,143,931,  S FOWLER AVE/E HARLAN AVE  Laton 93242,36.4455,-119.6908,Equipment,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0009235, 07/02/2019,0,MENDOCINO,143,931,13464 S MENDOCINO AVE Kingsburg 93631,36.5479,-119.5479,Playing with Fire,0.00,0.20,0,0,0,0
MVU,San Diego,37148,0009339, 07/02/2019,0,REY,142,900,  OLD HIGHWAY 395/CAMINO DEL REY  DEER_SPRINGS 92026,33.2665,-117.1577,Miscellaneous,0.00,0.00,0,0,0,0
MMU,Madera,20555,0013619, 07/02/2019,0,GRANITE,143,679,36772 Ro  RAYMOND GRANITE CO. RD Raymond 93653,37.2161,-119.8710,Equipment,0.00,0.13,0,0,0,0
SLU,San Luis Obispo,40080,0008665, 07/02/2019,0,ESTRELLA,143,655,7865  AIRPORT RD City of El Paso de R 93446,35.7156,-120.6416,Equipment,0.00,0.50,0,0,0,0
SLU,San Luis Obispo,40080,0008691, 07/02/2019,0,TEFFT,142,936,  W TEFFT ST/MARY AVE  NIP 93444,35.0361,-120.4884,Under Investigation,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0008673, 07/02/2019,0,ANDERSON,142,600,2660  ANDERSON RD SLO_CO 93446,35.5675,-120.7176,Under Investigation,0.00,0.40,0,0,0,0
MMU,Merced,24035,0013609, 07/02/2019,0,ASHBY RD / FRANKLIN RD,143,936,2250  ASHBY RD Atwater 95348,37.3204,-120.5383,Vehicle,0.00,0.05,0,0,0,0
MMU,Merced,24035,0013643, 07/02/2019,0,WEAVER AV  MERCED,142,419,1251  WEAVER AVE Merced 95341,37.4854,-120.7357,Undetermined,0.00,1.00,0,0,0,0
LNU,Lake,17555,0011526, 07/02/2019,0,BANK,142,419,12835  SULPHUR BANK MINE RD CLEARLAKE_OAKS 95423,38.9998,-122.6693,Under Investigation,0.00,5.80,0,0,0,0
RRU,Riverside,33555,0084327, 07/02/2019,0,PORTOLA,142,931,42331  DE PORTOLA RD Temecula 92592,33.5668,-116.9805,Playing with Fire,0.00,1.00,0,0,0,0
RRU,Riverside,33054,0084310, 07/02/2019,0,DUNLAVY CT  MOVA,143,931,24302  DUNLAVY CT Moreno Valley 92557,34.5830,-117.3980,Undetermined,0.00,0.00,0,0,0,0
RRU,Riverside,33090,0084175, 07/02/2019,0,I 10  W/ MESA DR OFRP,143,961,  I 10 WEOMESA DR OFRP  Blythe 92225,33.6067,-114.6979,Vehicle,0.00,0.01,0,0,0,0
LNU,Lake,17555,0011582, 07/03/2019,0,BEAR,142,961,Hwy 20  LAK 20 45.100 HWY Clearlake Oaks 95423,39.6191,-122.7173,Arson,0.00,0.50,0,0,0,0
TCU,Calaveras,05555,0007774, 07/03/2019,0,LAKE,143,931,4982  LAKE VIEW RD RANCHO_CALAVERAS 95252,38.1445,-120.8893,Equipment,0.00,0.10,0,0,0,0
TCU,Calaveras,05555,0007793, 07/03/2019,0,HAGEN,143,931,4784  HWY 26 HWY RANCHO_CALAVERAS 95252,38.1332,-120.8700,Vehicle,"1,400.00",7.23,0,0,0,0
BTU,Butte,04555,0007753, 07/03/2019,0,ALLENTOWN RD  STRLNG_CTY,561,419,6626  ALLENTOWN RD STRLNG_CTY 95954,40.4788,-121.9803,Miscellaneous,0.00,1.00,0,0,0,0
TCU,San Joaquin,39558,0007779, 07/03/2019,0,BRANDT,143,931,  Brandt Rd.  CLEMENTS_RURAL 95227,38.1482,-121.0567,Vehicle,"4,600.00",23.00,0,0,0,0
TCU,Tuolumne,55555,0007777, 07/03/2019,0,ARBOLADA,143,419,4861  ARBOLADA DR DON_PEDRO 95329,37.7128,-120.3437,Equipment,100.00,0.30,0,0,0,0
TCU,Tuolumne,55555,0007792, 07/03/2019,0,RAWHIDE,142,946,  Old Peoria Flat RD  TUOLUMNE_COUNTY 95327,37.9491,-120.4712,Under Investigation,0.00,1.72,0,0,0,0
RRU,Riverside,33005,0084823, 07/03/2019,0,HATHAWAY,143,931,  E THEODORE ST/N BLANCHARD ST  Banning 92220,33.9368,-116.8595,Miscellaneous,0.00,0.10,0,0,0,0
NEU,Placer,31125,0015620, 07/03/2019,0,DYER,143,931,6520  DYER LN PCF100 95747,38.7362,-121.4029,Playing with Fire,0.00,0.14,0,0,0,0
SCU,San Joaquin,39555,0004617, 07/03/2019,0,HOLLOW,142,931,18600  Corral Hollow Road RD ALTAMONT 95377,37.6212,-121.5391,Vehicle,0.00,283.00,0,0,0,0
RRU,Riverside,33030,0084686, 07/03/2019,0,I 10  W/N INDIAN CANYON D,143,961,  I 10 WEON INDIAN CANYON DR OFR  Desert Hot Springs 92258,33.9009,-116.5322,Undetermined,0.00,0.00,0,0,0,0
NEU,Yuba,58555,0015677, 07/03/2019,0,BULLARDS,143,960,  MARYSVILLE Road RD DOBBINS_FD 95935,39.6503,-121.2460,Undetermined,0.00,0.01,0,0,0,0
NEU,Yuba,58555,0015661, 07/03/2019,0,WILLOW,143,960,  WILLOW GLEN RD/NEPTUNE LN  DOBBINS_FD 95918,39.6062,-121.5393,Under Investigation,0.00,0.10,0,0,0,0
RRU,Riverside,33050,0084380, 07/03/2019,0,INDIO BL / AVE 48,142,951,84255  CABAZON AVE Indio 92201,33.7067,-116.1941,Campfire,"5,000.00",0.10,0,0,0,0
RRU,Riverside,33050,0084704, 07/03/2019,0,CABAZON AV  INDO,142,931,84255  CABAZON AVE Indio 92201,34.1765,-116.3235,Miscellaneous,0.00,1.00,0,0,0,0
RRU,Riverside,33054,0084552, 07/03/2019,0,CAMINO DE LA VISTA DR  MO,143,400,24884  IRONWOOD AVE Moreno Valley 92557,34.5807,-117.3821,Electrical Power,0.00,0.00,0,0,0,0
RRU,Riverside,33054,0084868, 07/03/2019,0,COTTONWOOD AV  MOVA,142,419,22397  COTTONWOOD AVE Moreno Valley 92553,33.9243,-117.2720,Miscellaneous,0.00,0.10,0,0,0,0
BDU,San Bernardino,36107,0009682, 07/03/2019,0,TIPPECANOE AV / VINE ST,143,931,  TIPPECANOE AV/VINE ST  HIGHLAND_CITY 92410,34.1806,-117.4829,Arson,0.00,1.00,0,0,0,0
BDU,San Bernardino,36555,0009700, 07/03/2019,0,HORSETHIEF,142,936,  14571 HWY 173  HESPERIA_CITY 92345,34.3115,-117.3334,Vehicle,0.00,0.20,0,0,0,0
SKU,Siskiyou,47555,0005046, 07/03/2019,0,GREENHORN,142,150,  GREENHORN RD Yreka 96097,41.7152,-122.6613,Undetermined,0.00,0.43,0,0,0,0
FKU,Fresno,10555,0009262, 07/03/2019,0,SPRINGS,143,419,32400  Whispering Springs RD Auberry 93651,37.0255,-119.4989,Equipment,"2,500.00",2.10,0,0,0,0
FKU,Fresno,10555,0009270, 07/03/2019,0,SAMPLE,143,400,15254  TOLLHOUSE RD Clovis 93619,36.9046,-119.5187,Equipment,0.00,6.00,0,0,0,0
MMU,Madera,20015,0013660, 07/03/2019,0,ELLIS,143,936,  ELLIS ST/N D ST  MADERA_ACRES 93638,36.9874,-120.0640,Playing with Fire,0.00,0.25,0,0,0,0
MMU,Madera,20015,0013688, 07/03/2019,0,28,143,931,  RD 28  Madera 93638,36.9933,-120.3360,Debris Burning,0.00,0.10,0,0,0,0
MMU,Madera,20015,0013693, 07/03/2019,0,AVE 15  / RD 39.5,143,960,  AVE 15  TESORO_VIEJO 93636,36.9668,-119.8487,Vehicle,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0007031, 07/03/2019,0,MINCH,143,931,20580  MINCH RD WRB 96080,40.1725,-122.2715,Equipment,100.00,1.00,0,0,0,0
TGU,Tehama,52555,0007054, 07/03/2019,0,HAPPY,143,900,16395  HAPPY VALLEY TRL/DEER CREST TR  NRB 96080,40.2695,-122.2721,Undetermined,0.00,3.50,0,0,0,0
RRU,Riverside,33090,0084411, 07/03/2019,0,ORANGE,143,931,  EL NIDO AV/WATER AV  Nuevo 92571,33.8157,-117.1825,Undetermined,0.00,1.00,0,0,0,0
RRU,Riverside,33090,0084614, 07/03/2019,0,LOVEKIN BL  BLYT,143,960,17345  LOVEKIN  Blythe 92225,33.5786,-114.6048,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0084722, 07/03/2019,0,DAY,143,931,17745  DAY ST Glen Valley 92570,33.8517,-117.2792,Equipment,0.00,1.00,0,0,0,0
FKU,Fresno,10032,0009243, 07/03/2019,0,MCCALL,143,931,10109 E JENSEN AVE Fresno 93657,36.7066,-119.6102,Miscellaneous,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0009258, 07/03/2019,0,PIEDRA,143,931,1455 N PIEDRA RD TIVY_VALLEY 93657,37.2577,-119.7251,Equipment,0.00,8.20,0,0,0,0
FKU,Fresno,10032,0009286, 07/03/2019,0,MANNING,143,961,  I 5 ACCESS RAMP/W MANNING AVE  Mendota 93622,36.5710,-120.5403,Vehicle,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0009302, 07/03/2019,0,HIGHLAND,141,419,147 S HIGHLAND AVE Fresno 93657,37.2224,-120.0475,Playing with Fire,400.00,0.01,0,0,0,0
FKU,Fresno,10032,0009309, 07/03/2019,0,PROSPECT,143,419,1422 S PROSPECT AVE Fresno 93706,36.7080,-119.8505,Undetermined,0.00,0.00,0,0,0,0
