feature,window_size,rmse
AQI_PM10,12,1.5451094
AQI_PM25,1,2.7093132
All Features,12,0.82935065
EARTHQUAKE_Total,12,2.6045246
FIRE_Acres_Burned,12,1.3678128
PESTICIDE_Total,12,2.1261187
PRECIP,12,1.1118404
WIND_AvgMPH,8,2.5308247
WIND_EventCount,12,2.660725
WIND_RunMiles,8,2.5599582
