feature,window_size,rmse
AQI_PM10,2,4.9403815
AQI_PM25,5,6.134059
EARTHQUAKE_Total,10,4.6817226
FIRE_Acres_Burned,2,7.247776
PESTICIDE_Total,1,7.334042
PRECIP,9,4.796233
WIND_AvgMPH,8,6.7767396
WIND_EventCount,1,7.119701
WIND_RunMiles,5,7.7238016
